#{"t_start": 1749140493.2645142, "env_id": "None"}
r,l,t,terminated,truncated,episode_count
-328.246869,160,205.305522,True,False,627
-202.266757,295,205.513396,True,False,628
-300.268456,287,205.715985,True,False,629
-363.000516,205,206.770134,True,False,630
-171.856424,295,206.974683,True,False,631
-79.374047,333,207.207148,True,False,632
22.930666,361,207.472636,True,False,633
-314.524783,252,207.644442,True,False,634
-107.274971,310,207.859085,True,False,635
-92.506135,344,208.096992,True,False,636
-300.838398,119,209.147029,True,False,637
-222.613387,247,209.315725,True,False,638
-259.217988,144,209.416994,True,False,639
-188.698605,272,209.605679,True,False,640
-276.75739,147,209.708153,True,False,641
-312.87229,189,209.838675,True,False,642
-150.188942,318,210.06707,True,False,643
198.689373,464,210.401221,True,False,644
-130.645035,323,211.502934,True,False,645
-355.893378,159,211.612532,True,False,646
-234.755897,262,211.79323,True,False,647
-107.978779,310,212.010867,True,False,648
-61.48742,331,212.237609,True,False,649
-267.729425,244,212.406723,True,False,650
-24.004032,358,212.656956,True,False,651
40.868815,381,213.858821,True,False,652
23.818641,384,214.131547,True,False,653
130.111505,521,214.493583,True,False,654
350.932934,467,214.818953,True,False,655
-233.882443,229,214.998419,True,False,656
-399.06371,333,216.138008,True,False,657
-60.996982,419,216.434454,True,False,658
-256.250917,321,216.658529,True,False,659
-345.237758,216,216.807894,True,False,660
-63.070784,385,217.073517,True,False,661
45.281498,697,218.455757,True,False,662
-447.812821,230,218.623208,True,False,663
-347.938768,292,218.829274,True,False,664
127.325162,427,219.134139,True,False,665
-336.842336,144,219.232948,True,False,666
-181.706403,311,219.45644,True,False,667
-304.081777,243,219.62945,True,False,668
-373.086517,183,219.754236,True,False,669
-31.110969,364,220.948464,True,False,670
183.476671,411,221.234852,True,False,671
83.058413,388,221.500045,True,False,672
223.948268,469,221.824736,True,False,673
200.669401,432,222.124601,True,False,674
-339.4988,267,223.201151,True,False,675
-267.754058,137,223.301028,True,False,676
-270.372499,243,223.471046,True,False,677
-281.944197,198,223.608376,True,False,678
-123.171588,482,223.944395,True,False,679
-309.961642,122,224.034412,True,False,680
-276.578661,174,224.158178,True,False,681
243.390825,473,224.488606,True,False,682
-258.953648,335,225.663435,True,False,683
-336.3631,174,225.785285,True,False,684
-48.708404,371,226.044857,True,False,685
-26.267123,427,226.344948,True,False,686
295.368829,472,226.676494,True,False,687
-356.87744,144,226.777535,True,False,688
-149.264287,295,227.8722,True,False,689
743.860119,616,228.310234,True,False,690
55.498834,404,228.598974,True,False,691
-312.158008,167,228.718558,True,False,692
-138.788622,316,228.949784,True,False,693
-20.309863,361,229.209338,True,False,694
511.635096,600,230.637831,True,False,695
-241.564421,270,230.838043,True,False,696
238.261641,526,231.268314,True,False,697
718.572236,725,231.812748,True,False,698
-351.912136,230,232.938851,True,False,699
16.732375,377,234.660143,True,False,700
-373.166053,196,234.808273,True,False,701
-325.93415,162,234.92187,True,False,702
-309.478981,154,235.050587,True,False,703
-431.327926,244,235.229043,True,False,704
91.839763,514,235.589476,True,False,705
-82.799686,355,236.75482,True,False,706
-318.488781,159,236.869267,True,False,707
-317.185557,176,236.996557,True,False,708
-440.999824,223,237.153705,True,False,709
-351.409304,314,237.381882,True,False,710
-49.191439,409,237.671286,True,False,711
-4.622636,365,237.928906,True,False,712
-361.297568,141,238.028291,True,False,713
-262.110646,89,238.093155,True,False,714
-393.194368,197,239.17852,True,False,715
-46.943179,382,239.450467,True,False,716
-180.107419,263,239.636855,True,False,717
-244.998617,238,239.805723,True,False,718
-282.828741,278,240.006797,True,False,719
-10.771033,414,240.294196,True,False,720
-160.158371,290,240.503045,True,False,721
-92.650003,323,241.640169,True,False,722
306.975589,459,241.972399,True,False,723
-292.466705,312,242.199224,True,False,724
-425.175757,320,242.430715,True,False,725
-95.577464,401,242.719705,True,False,726
